"CODE";"BOROUGH";"YEAR";"VAL_01_AGE";"VAR_01_AGE";"IND_01_AGE";"VAL_02_RACE_WHITE";"VAR_02_RACE_WHITE";"IND_02_RACE_WHITE";"VAL_03_WEEK_EARNINGS";"VAR_03_WEEK_EARNINGS";"IND_03_WEEK_EARNINGS";"VAL_04_PERCENT_NVQ4";"VAR_04_PERCENT_NVQ4";"IND_04_PERCENT_NVQ4";"VAL_05_CAR_TRAFFIC";"VAR_05_CAR_TRAFFIC";"IND_05_CAR_TRAFFIC";"VAL_06_EXP_LIFE";"VAR_06_EXP_LIFE";"IND_06_EXP_LIFE";"VAL_07_CRIMES";"VAR_07_CRIMES";"IND_07_CRIMES";"VAL_08_SERVICES";"VAR_08_SERVICES";"IND_08_SERVICES";"VAL_09_HOUSE_PRICE";"VAR_09_HOUSE_PRICE";"IND_09_HOUSE_PRICE";"VAL_10_HOUSE_RENT";"VAR_10_HOUSE_RENT";"IND_10_HOUSE_RENT"
"E09000024";"Merton";2021;44,36;0,0838;-0,8618;62,8;-0,3268;0,5289;592,1;0,9834;-0,432;67,1;3,257;0,2244;476;-1,2169;-0,1692;82,04;0,0073;-0,7033;1071,92;-0,8639;-2,5391;1630;2,6489;-0,2878;541076,58;5,8631;0,0504;117,14;2,3776;0,0324
"E09000024";"Merton";2031;44,99;0,1411;-0,3029;61,93;-0,1394;0,6097;581,89;-0,1738;-1,0765;85,22;2,4193;0,0014;533;1,1375;0,047;82,14;0,0122;1,1237;1218,01;1,2859;0,201;1929;1,6985;0,2749;677065,9;2,2674;0,0537;141,91;1,9367;-0,1853
"E09000025";"Newham";2001;43,97;0;0;39,4;0;0;338,2;0;0;17;0;0;715;0;0;76,25;0;0;3384,67;0;0;1360;0;0;108763,06;0;0;64,35;0;0
"E09000025";"Newham";2011;47,48;0,771;1,9619;28,95;-3,0349;-0,7682;382,5;1,3771;-0,4152;39,2;12,6766;1,4674;722;0,0975;1,1486;79,65;0,5468;0,2052;2574,58;-2,6986;0,0617;1500;1,2323;0,2946;207663,62;6,6812;0,0778;96,79;4,1665;-0,0784
"E09000025";"Newham";2021;42,27;-1,1556;-2,9057;25,37;-1,3114;-0,8904;574,9;4,1588;1,4023;57,6;3,9235;0,4749;628;-1,3852;-0,3309;79,06;-0,0743;-4,0203;2683;0,4133;2,6932;2975;7,0877;0,9057;386056,33;6,3969;0,146;121,12;2,2677;-0,0153
"E09000025";"Newham";2031;41,03;-0,2973;-2,4689;23,38;-0,8135;-1,2774;580,76;0,1015;-0,9553;83,44;3,7756;0,5629;702;1,1202;0,0311;78,76;-0,038;0,6146;2923,31;0,8615;-0,1954;4002;3,0099;1,2592;487316,75;2,3567;0,0952;151,22;2,2444;-0,0559
"E09000026";"Redbridge";2001;42,88;0;0;63,32;0;0;402,5;0;0;26,8;0;0;875;0;0;78,97;0;0;2333,42;0;0;1390;0;0;141587,53;0;0;67,29;0;0
"E09000026";"Redbridge";2011;46,92;0,9045;2,1285;42,49;-3,9108;-1,2785;479,5;1,964;-0,1659;37,4;4,8761;-0,0509;959;0,9209;2,4036;81,6;0,4104;-0,0954;1985,5;-1,6017;0,4431;1540;1,2892;0,3543;261965,54;6,3462;0,0237;103,37;4,3865;-0,0298
"E09000026";"Redbridge";2021;44,15;-0,6067;-2,0005;33,34;-2,3959;-2,4538;579,3;1,9088;0,1026;51,8;3,3108;0,2446;866;-1,0149;0,0249;81,65;0,0061;-0,752;1990,92;0,0273;1,1118;2405;4,5585;0,2256;452136,08;5,6094;0,0049;125,25;1,9385;-0,1583
"E09000026";"Redbridge";2031;43,92;-0,0522;-1,2579;29,38;-1,2565;-2,5176;581,56;0,0389;-0,9829;66,51;2,5311;0,0477;877;0,1263;-0,8837;77,65;-0,501;-4,0811;2029,36;0,1914;-0,8212;2934;2,0081;0,5072;565996,21;2,2715;0,0556;157,54;2,3202;-0,024
"E09000027";"Richmond upon Thames";2001;43,61;0;0;90,88;0;0;564,9;0;0;43,6;0;0;778;0;0;80,32;0;0;1338,08;0;0;1515;0;0;241333,29;0;0;64,44;0;0
"E09000027";"Richmond upon Thames";2011;46,94;0,7386;1,9215;85,96;-0,555;0,6766;665;1,8292;-0,2232;55,2;3,4275;-0,3329;703;-1,0086;-0,5373;83,44;0,4775;0,0525;957,92;-3,287;-0,1428;1605;0,724;-0,2394;434537,17;6,0574;-0,0229;96,24;4,0926;-0,0948
"E09000027";"Richmond upon Thames";2021;43,83;-0,6832;-2,1266;83,66;-0,2708;0,6096;704,5;0,5787;-0,6657;70;2,4038;-0,0963;623;-1,2008;-0,1537;84,03;0,0705;1,8659;915,08;-0,4565;-0,8701;1870;1,5399;-0,586;699811,75;4,8807;-0,1256;123,56;2,5303;0,0987
"E09000027";"Richmond upon Thames";2031;43,76;-0,016;-1,0791;82,65;-0,1214;0,6601;707,98;0,0493;-0,9783;85,53;2,0239;-0,1622;706;1,2585;0,1584;84,83;0,0948;1,9615;1027,8;1,1684;0,0912;1870;0;-1;872254,93;2,2271;0,035;154,44;2,2559;-0,0511
"E09000028";"Southwark";2001;43,16;0;0;63,25;0;0;397,6;0;0;37,6;0;0;693;0;0;76,94;0;0;3808,92;0;0;1800;0;0;164486,25;0;0;59,68;0;0
"E09000028";"Southwark";2011;45,21;0,4651;1,5803;54,25;-1,5232;0,1126;530,5;3,256;0,3828;53,4;5,1392;3e-04;565;-2,0213;-2,0808;79,98;0,4856;0,0703;2836,08;-2,9062;-0,0104;1980;1,1985;0,2591;312539,49;6,6295;0,0694;98,37;5,1244;0,1335
"E09000028";"Southwark";2021;45,67;0,1013;-0,8329;54,44;0,035;1,0505;637,8;1,8591;0,0739;57,1;0,6722;-0,7473;483;-1,5559;-0,4949;80,74;0,0946;2,8455;2589,33;-0,9061;-2,712;3385;5,509;0,4812;487581,33;4,5476;-0,1853;123,69;2,3169;0,006
"E09000028";"Southwark";2031;45,21;-0,1012;-1,5;54,51;0,0129;1,0361;672,06;0,5246;-0,7689;57,1;0;-1;522;0,7795;-0,2825;81,44;0,0864;1,8763;3034,25;1,5983;0,4928;3115;-0,8278;-1,6213;570601,63;1,5848;-0,2635;159,3;2,5624;0,0779
"E09000029";"Sutton";2001;44,9;0;0;88,98;0;0;410,9;0;0;25,1;0;0;627;0;0;78,94;0;0;1279,92;0;0;1105;0;0;137910,19;0;0;62,01;0;0
"E09000029";"Sutton";2011;44,2;-0,157;0,8041;78,58;-1,2353;0,2803;497,9;2,1568;-0,084;35,8;5,2034;0,0128;579;-0,7933;-0,2091;81,78;0,4428;-0,024;964,08;-2,794;0,0286;1060;-0,5184;-1,5446;233026,68;5,3855;-0,1312;98,21;4,7055;0,0408
"E09000029";"Sutton";2021;46;0,4;-0,3404;72,26;-0,835;-0,2037;576,9;1,4836;-0,143;53,4;4,0796;0,5336;546;-0,5851;0,4378;81,97;0,0232;-0,0569;1065,25;1,0029;5,1086;1310;2,1402;-0,4246;403454,58;5,6426;0,0109;118,9;1,9301;-0,1619
"E09000029";"Sutton";2031;46,04;0,0087;-0,957;69,19;-0,4332;-0,2128;575,42;-0,0257;-1,0113;66,9;2,2795;-0,0564;595;0,8631;-0,2055;80,87;-0,135;-0,3692;1136,21;0,647;-0,3957;1330;0,1516;-0,8862;510156,62;2,3743;0,1034;150,01;2,3514;-0,0109
"E09000030";"Tower Hamlets";2001;47,89;0;0;51,74;0;0;427,2;0;0;27,4;0;0;733;0;0;75,82;0;0;3106,08;0;0;1585;0;0;162505,94;0;0;60,54;0;0
"E09000030";"Tower Hamlets";2011;41,94;-1,3179;-0,6443;45,21;-1,3401;0,2192;542,3;2,6862;0,1408;46,2;7,749;0,5083;692;-0,5739;0,1253;79,12;0,534;0,177;2318;-2,8842;-0,0028;1895;2,258;1,3721;287262,48;5,8622;-0,0543;96,78;4,8031;0,0624
"E09000030";"Tower Hamlets";2021;48,44;1,4513;1,3933;45,64;0,0947;1,1365;685,2;2,3665;0,367;52;1,1897;-0,5528;573;-1,8693;-0,796;79,35;0,029;0,1789;2630;1,2708;6,2061;3110;5,0788;0,3655;496187,25;5,6177;0,0064;126,71;2,7312;0,1859
"E09000030";"Tower Hamlets";2031;50,63;0,4432;1,1897;45,31;-0,0725;0,797;730,28;0,6392;-0,7185;52;0;-1;642;1,1435;0,0526;76,85;-0,3196;-2,2414;2708,64;0,2951;-0,7244;3984;2,5076;0,8822;543596,31;0,9167;-0,574;163,03;2,5524;0,0737
"E09000031";"Waltham Forest";2001;47,18;0;0;64,46;0;0;403,8;0;0;23,8;0;0;630;0;0;77,13;0;0;2521,67;0;0;1285;0;0;118843,46;0;0;66,78;0;0
"E09000031";"Waltham Forest";2011;43,52;-0,8042;-0,0034;52,19;-2,0894;-0,2173;464,4;1,5658;-0,335;38,4;7,0728;0,3767;573;-0,9439;-0,4387;80,82;0,5859;0,2914;2086,83;-1,875;0,3481;1355;0,6652;-0,3012;220905,44;6,3955;0,0317;95,46;3,6376;-0,1954
"E09000031";"Waltham Forest";2021;46,48;0,6602;0,0887;49,19;-0,5903;0,1491;629,6;3,0902;0,785;60,3;4,6161;0,7353;588;0,2587;1,2486;81,03;0,026;0,0569;1841,75;-1,2415;-4,086;2320;5,5249;0,4855;465211,67;7,7319;0,3852;118,32;2,1701;-0,0577
"E09000031";"Waltham Forest";2031;46,95;0,1007;-0,5025;47,62;-0,3238;0,0935;663,02;0,5185;-0,7716;81,77;3,0926;0,2802;604;0,2688;-0,7526;78,23;-0,351;-2,5598;2000,04;0,8279;-0,2268;2683;1,4643;0,0991;578385,11;2,2014;0,0231;153,49;2,6366;0,1091
"E09000032";"Wandsworth";2001;46,6;0;0;78,28;0;0;502,1;0;0;49,7;0;0;833;0;0;77,9;0;0;2976,42;0;0;2065;0;0;205179,66;0;0;64,34;0;0
"E09000032";"Wandsworth";2011;43,09;-0,78;0,0268;71,43;-0,9116;0,4689;651,6;2,9382;0,2478;64,5;3,7939;-0,2615;627;-2,8009;-3,269;80,88;0,4704;0,0368;1888;-4,45;-0,5472;2215;0,8804;-0,0751;386200,19;6,529;0,0532;103,76;4,895;0,0827
"E09000032";"Wandsworth";2021;44,7;0,3675;-0,394;69,93;-0,212;0,6944;746;1,3621;-0,2132;70,3;0,8648;-0,6749;534;-1,5927;-0,5303;81,75;0,107;3,3496;2081,33;0,9797;5,0135;2710;2,0374;-0,4522;594458,33;4,4073;-0,2104;131,04;2,3617;0,0255
"E09000032";"Wandsworth";2031;46,32;0,3566;0,7619;69,31;-0,089;0,7508;873,11;1,5858;-0,3016;85,84;2,0172;-0,165;569;0,6369;-0,4138;84,15;0,2898;3,9391;2161,59;0,3791;-0,6459;2720;0,0368;-0,9724;749645,75;2,3466;0,0905;165,88;2,3856;0,0035
"E09000033";"Westminster";2001;45,1;0;0;73,24;0;0;480;0;0;37,4;0;0;790;0;0;79,84;0;0;7189,17;0;0;7020;0;0;296105,5;0;0;62,6;0;0
"E09000033";"Westminster";2011;46,11;0,2217;1,2766;61,72;-1,6968;0,0114;670,8;3,7887;0,609;60,1;7,0111;0,3647;628;-2,2688;-2,458;82,82;0,4591;0,0119;5336,5;-2,9361;-0,0208;7365;0,6015;-0,3681;632513,6;7,8853;0,272;104,23;5,2306;0,157
"E09000033";"Westminster";2021;42,79;-0,7445;-2,2277;59,99;-0,2839;0,5907;771,1;1,4032;-0,1895;68,9;1,3758;-0,4828;468;-2,8979;-1,7843;82,52;-0,0363;-2,4756;4064,33;-2,6865;-10,0057;9170;2,2162;-0,4041;1019470,58;4,8891;-0,1241;132,97;2,4651;0,0704
"E09000033";"Westminster";2031;42,34;-0,1057;-1,5222;59,09;-0,151;0,5773;742,56;-0,3764;-1,1658;87,43;2,4104;-0,0022;392;-1,7565;-2,6168;82,42;-0,0121;0,8773;5509,22;3,0885;1,8846;8785;-0,428;-1,3212;1138321,86;1,1088;-0,4847;168,64;2,4049;0,0116
"E12000007";"London";2001;46,95;0;0;71,08;0;0;419,7;0;0;31,9;0;0;26686;0;0;78,37;0;0;88113,33;0;0;58740;0;0;159225,79;0;0;63,46;0;0
"E12000007";"London";2011;43,32;-0,8015;0;59,78;-1,7164;0;517,5;2,3547;0;45,3;5,1376;0;24986;-0,6561;0;81,26;0,4537;0;65810,74;-2,8762;0;63365;0,9519;0;290551,08;6,1991;0;98,75;4,521;0
"E12000007";"London";2021;46,02;0,6064;0;55,76;-0,6937;0;614,4;1,7312;0;58,9;2,6601;0;22504;-1,0408;0;81,46;0,0246;0;64221,83;-0,2441;0;91295;3,7193;0;500165,42;5,5818;0;124;2,303;0
"E12000007";"London";2031;46,96;0,2024;0;53,8;-0,3572;0;769,05;2,2705;0;74,78;2,4158;0;25072;1,0864;0;80,66;-0,0986;0;71438,82;1,0707;0;104214;1,3323;0;618836,57;2,1518;0;156,84;2,3773;0
